Reviewed?,Sign-off,String Key,Current Reference (English),Used Reference (English),String Value,Comments
FALSE,,misc.external.homestuck.secretPage,Homestuck (secret page),Homestuck (secret page),Homestuck (секретная страница),
FALSE,,misc.external.hsmusic,HSMusic,HSMusic,HSMusic,
FALSE,,misc.external.hsmusic.archive,HSMusic (wiki archive),HSMusic (wiki archive),HSMusic (архив вики),
FALSE,,misc.external.instagram,Instagram,Instagram,Instagram,
FALSE,,misc.external.internetArchive,Internet Archive,Internet Archive,Internet Archive,
FALSE,,misc.external.itch,itch.io,itch.io,itch.io,
FALSE,,misc.external.kofi,Ko-fi,Ko-fi,Ko-fi,
FALSE,,misc.external.linktree,Linktree,Linktree,Linktree,
FALSE,,misc.external.mastodon,Mastodon,Mastodon,Mastodon,
FALSE,,misc.external.mspfa,MSPFA,MSPFA,MSPFA,
FALSE,,misc.external.neocities,Neocities,Neocities,Neocities,
FALSE,,misc.external.newgrounds,Newgrounds,Newgrounds,Newgrounds,
FALSE,,misc.external.patreon,Patreon,Patreon,Patreon,
FALSE,,misc.external.poetryFoundation,Poetry Foundation,Poetry Foundation,Poetry Foundation,
FALSE,,misc.external.soundcloud,SoundCloud,SoundCloud,SoundCloud,
FALSE,,misc.external.spotify,Spotify,Spotify,Spotify,
FALSE,,misc.external.steam,Steam,Steam,Steam,
FALSE,,misc.external.tiktok,TikTok,TikTok,TikTok,
FALSE,,misc.external.toyhouse,Toyhouse,Toyhouse,Toyhouse,
FALSE,,misc.external.tumblr,Tumblr,Tumblr,Tumblr,
FALSE,,misc.external.twitch,Twitch,Twitch,Twitch,
FALSE,,misc.external.twitter,Twitter,Twitter,Twitter,
FALSE,,misc.external.waybackMachine,Wayback Machine,Wayback Machine,Wayback Machine,
FALSE,,misc.external.wikipedia,Wikipedia,Wikipedia,Wikipedia,
FALSE,,misc.external.youtube,YouTube,YouTube,YouTube,
FALSE,,misc.external.youtube.flash,YouTube (on any device),YouTube (on any device),YouTube (на любом устройстве),
FALSE,,misc.external.youtube.playlist,YouTube (playlist),YouTube (playlist),YouTube (плейлист),
FALSE,,misc.external.youtube.fullAlbum,YouTube (full album),YouTube (full album),YouTube (полный альбом),
FALSE,,misc.missingImage,(This image file is missing),(This image file is missing),(Этот файл изображения отсутствует),
FALSE,,misc.missingLinkContent,(Missing link content),(Missing link content),(Отсутствует содержимое ссылки),
FALSE,,misc.navAccent,({LINKS}),({LINKS}),({LINKS}),
FALSE,,misc.quickDescription.readMore,Read more on {LINKS}.,Read more on {LINKS}.,,
FALSE,,misc.quickDescription.moreInfo,({LINK}),({LINK}),({LINK}),
FALSE,,misc.quickDescription.moreInfo.link,More info...,More info...,,
FALSE,,misc.quickDescription.expandDescription,({EXPAND}),({EXPAND}),({EXPAND}),
FALSE,,misc.quickDescription.expandDescription.expand,Expand description...,Expand description...,,
FALSE,,misc.quickDescription.expandDescription.orReadMore,"({EXPAND}, or read more on {LINKS})","({EXPAND}, or read more on {LINKS})",,
FALSE,,misc.quickDescription.expandDescription.orReadMore.expand,Expand description,Expand description,,
FALSE,,misc.quickDescription.collapseDescription,({COLLAPSE}),({COLLAPSE}),({COLLAPSE}),
FALSE,,misc.quickDescription.collapseDescription.collapse,Collapse description,Collapse description,,
FALSE,,misc.quickDescription.collapseDescription.orReadMore,"({COLLAPSE}, or read more on {LINKS})","({COLLAPSE}, or read more on {LINKS})",,
FALSE,,misc.quickDescription.collapseDescription.orReadMore.collapse,Collapse description,Collapse description,,
FALSE,,misc.nav.previous,Previous,Previous,Предыдущее,
FALSE,,misc.nav.next,Next,Next,Следующее,
FALSE,,misc.nav.info,Info,Info,Инфо,
FALSE,,misc.nav.gallery,Gallery,Gallery,Галерея,
FALSE,,misc.pageTitle,{TITLE},{TITLE},{TITLE},
FALSE,,misc.pageTitle.withSubtitle,{TITLE} - {SUBTITLE},{TITLE} - {SUBTITLE},{TITLE} - {SUBTITLE},
FALSE,,misc.pageTitle.withWikiName,{TITLE} | {WIKI_NAME},{TITLE} | {WIKI_NAME},{TITLE} | {WIKI_NAME},
FALSE,,misc.pageTitle.withSubtitle.withWikiName,{TITLE} - {SUBTITLE} | {WIKI_NAME},{TITLE} - {SUBTITLE} | {WIKI_NAME},{TITLE} - {SUBTITLE} | {WIKI_NAME},
FALSE,,misc.search.placeholder,Search for anything,Search for anything,,
FALSE,,misc.search.preparing,Preparing...,Preparing...,,
FALSE,,misc.search.loadingData,Loading data...,Loading data...,,
FALSE,,misc.search.searching,Searching...,Searching...,,
FALSE,,misc.search.failed,"There was an internal error, and your search couldn't be processed. Reloading this page and trying again may help. Sorry for the trouble!","There was an internal error, and your search couldn't be processed. Reloading this page and trying again may help. Sorry for the trouble!",,
FALSE,,misc.search.noResults,"No results for this query, sorry! Check spelling and use complete words.","No results for this query, sorry! Check spelling and use complete words.",,
FALSE,,misc.search.currentResult,(you are here),(you are here),,
FALSE,,misc.search.endSearch,"(OK, I'm done searching now.)","(OK, I'm done searching now.)",,
FALSE,,misc.search.resultKind.album,(album),(album),,
FALSE,,misc.search.resultKind.artTag,(art tag),(art tag),,
FALSE,,misc.search.resultKind.artist,(artist),(artist),,
FALSE,,misc.search.resultKind.group,(group),(group),,
FALSE,,misc.skippers.skipTo,Skip to:,Skip to:,Перейти к:,
FALSE,,misc.skippers.content,Content,Content,Содержание,
FALSE,,misc.skippers.header,Header,Header,Верхний колонтитул,
FALSE,,misc.skippers.footer,Footer,Footer,Нижний колонтитул,
FALSE,,misc.skippers.sidebar,Sidebar,Sidebar,Боковая панель,
FALSE,,misc.skippers.sidebar.left,Sidebar (left),Sidebar (left),Боковая панель (лево),
FALSE,,misc.skippers.sidebar.right,Sidebar (right),Sidebar (right),Боковая панель (право),
FALSE,,misc.skippers.artistCommentary,Artist commentary,Commentary,Комментарии,
FALSE,,misc.skippers.creditSources,Crediting sources,Crediting sources,,
FALSE,,misc.skippers.tracks,Tracks,Tracks,Треки,
FALSE,,misc.skippers.artworks,Artworks,Artworks,Иллюстрации,
FALSE,,misc.skippers.flashes,Flashes & Games,Flashes & Games,Флеши и Игры,
FALSE,,misc.skippers.commentary,Commentary,Commentary,Комментарии,
FALSE,,misc.skippers.contributors,Contributors,Contributors,Участники,
FALSE,,misc.skippers.references,References...,References...,Отсылает...,
FALSE,,misc.skippers.referencedBy,Referenced by...,Referenced by...,,
FALSE,,misc.skippers.samples,Samples...,Samples...,Семплирует...,
FALSE,,misc.skippers.sampledBy,Sampled by...,Sampled by...,,
FALSE,,misc.skippers.features,Features...,Features...,,
FALSE,,misc.skippers.featuredIn,Featured in...,Featured in...,,
FALSE,,misc.skippers.lyrics,Lyrics,Lyrics,Текст песни:,
FALSE,,misc.skippers.sheetMusicFiles,Sheet music files,Sheet music files,Файлы нот,
FALSE,,misc.skippers.midiProjectFiles,MIDI/project files,MIDI/project files,Файлы MIDI/проекта,
FALSE,,misc.skippers.additionalFiles,Additional files,Additional files,Дополнительные файлы,
FALSE,,misc.socialEmbed.heading,{WIKI_NAME} | {HEADING},{WIKI_NAME} | {HEADING},,
FALSE,,misc.trackArtFromAlbum,Album cover for {ALBUM},Album cover for {ALBUM},,
FALSE,,misc.jumpTo,Jump to:,Jump to:,Перейти к:,
FALSE,,misc.jumpTo.withLinks,Jump to: {LINKS}.,Jump to: {LINKS}.,Перейти к: {LINKS}.,
FALSE,,misc.contentWarnings.warnings,{WARNINGS},{WARNINGS},{WARNINGS},
FALSE,,misc.contentWarnings.reveal,click to show,click to show,"нажмите, чтобы показать",
FALSE,,misc.coverGrid.noCoverArt,{ALBUM},{ALBUM},{ALBUM},
FALSE,,misc.coverGrid.details.accent,({DETAILS}),({DETAILS}),({DETAILS}),
FALSE,,misc.coverGrid.details.albumLength,"{TRACKS}, {TIME}","{TRACKS}, {TIME}","{TRACKS}, {TIME}",
FALSE,,misc.coverGrid.details.coverArtists,Artwork by {ARTISTS},(Illust. {ARTISTS}),(Иллюст. {ARTISTS}),
FALSE,,misc.coverGrid.details.otherCoverArtists,With {ARTISTS},With {ARTISTS},,
FALSE,,misc.albumGalleryGrid.noCoverArt,{NAME},{NAME},{NAME},
FALSE,,misc.uiLanguage,UI Language: {LANGUAGES},UI Language: {LANGUAGES},Язык пользовательского интерфейса: {LANGUAGES},
FALSE,,homepage.title,{TITLE},{TITLE},{TITLE},
FALSE,,homepage.news.title,News,News,Новости,
FALSE,,homepage.news.entry.viewRest,(View rest of entry!),(View rest of entry!),(Просмотреть остальную часть записи!),
FALSE,,albumSidebar.trackList.item,{TRACK},{TRACK},{TRACK},
FALSE,,albumSidebar.trackList.fallbackSectionName,Track list,Track list,Список треков,
FALSE,,albumSidebar.trackList.group,{GROUP},{GROUP},{GROUP},
FALSE,,albumSidebar.trackList.group.withRange,{GROUP} ({RANGE}),{GROUP} ({RANGE}),{GROUP} ({RANGE}),
FALSE,,albumSidebar.groupBox.title,{GROUP},{GROUP},{GROUP},
FALSE,,albumSidebar.groupBox.next,Next: {ALBUM},Next: {ALBUM},Следующее: {ALBUM},
FALSE,,albumSidebar.groupBox.previous,Previous: {ALBUM},Previous: {ALBUM},Предыдущее: {ALBUM},
FALSE,,albumSecondaryNav.group,{GROUP},{GROUP},{GROUP},
FALSE,,albumSecondaryNav.group.withPreviousNext,{GROUP} ({PREVIOUS_NEXT}),{GROUP} ({PREVIOUS_NEXT}),{GROUP} ({PREVIOUS_NEXT}),
FALSE,,albumSecondaryNav.series,{SERIES},{SERIES},{SERIES},
FALSE,,albumSecondaryNav.series.withPreviousNext,{SERIES} ({PREVIOUS_NEXT}),{SERIES} ({PREVIOUS_NEXT}),{SERIES} ({PREVIOUS_NEXT}),
FALSE,,albumPage.title,{ALBUM},{ALBUM},{ALBUM},
FALSE,,albumPage.nav.album,{ALBUM},{ALBUM},{ALBUM},
FALSE,,albumPage.nav.backToAlbum,Return to album page,Return to album page,,
FALSE,,albumPage.nav.randomTrack,Random Track,Random Track,Случайный Трек,
FALSE,,albumPage.nav.gallery,Gallery,Gallery,Галерея,
FALSE,,albumPage.nav.commentary,Commentary,Commentary,Комментарии,
FALSE,,albumPage.socialEmbed.heading,{GROUP},{GROUP},{GROUP},
FALSE,,albumPage.socialEmbed.title,{ALBUM},{ALBUM},{ALBUM},
FALSE,,albumPage.socialEmbed.body.withDuration,{DURATION}.,{DURATION}.,{DURATION}.,
FALSE,,albumPage.socialEmbed.body.withTracks,{TRACKS}.,{TRACKS}.,{TRACKS}.,
FALSE,,albumPage.socialEmbed.body.withReleaseDate,Released {DATE}.,Released {DATE}.,Выпущено {DATE}.,
FALSE,,albumPage.socialEmbed.body.withDuration.withTracks,"{DURATION}, {TRACKS}.","{DURATION}, {TRACKS}.",,
FALSE,,albumPage.socialEmbed.body.withDuration.withReleaseDate,{DURATION}. Released {DATE}.,{DURATION}. Released {DATE}.,{DURATION}. Выпущено {DATE}.,
FALSE,,albumPage.socialEmbed.body.withTracks.withReleaseDate,{TRACKS}. Released {DATE}.,{TRACKS}. Released {DATE}.,{TRACKS}. Выпущено {DATE}.,
FALSE,,albumPage.socialEmbed.body.withDuration.withTracks.withReleaseDate,"{DURATION}, {TRACKS}. Released {DATE}.","{DURATION}, {TRACKS}. Released {DATE}.","{DURATION}, {TRACKS}. Выпущено {DATE}.",
FALSE,,albumGalleryPage.title,{ALBUM} - Gallery,{ALBUM} - Gallery,{ALBUM} - Галерея,
FALSE,,albumGalleryPage.statsLine,{TRACKS} totaling {DURATION}.,{TRACKS} totaling {DURATION}.,{TRACKS} общей длительностью {DURATION}.,
FALSE,,albumGalleryPage.statsLine.withDate,{TRACKS} totaling {DURATION}. Released {DATE}.,{TRACKS} totaling {DURATION}. Released {DATE}.,{TRACKS} общей длительностью {DURATION}. Выпущено {DATE}.,
FALSE,,albumGalleryPage.coverArtistsLine,All track artwork by {ARTISTS}.,All track artwork by {ARTISTS}.,,
FALSE,,albumGalleryPage.noTrackArtworksLine,This album doesn't have any track artwork.,This album doesn't have any track artwork.,У этого альбома нет никаких обложек треков.,
FALSE,,albumCommentaryPage.title,{ALBUM} - Commentary,{ALBUM} - Commentary,{ALBUM} - Комментарии,
FALSE,,albumCommentaryPage.nav.album,Album: {ALBUM},Album: {ALBUM},Альбом: {ALBUM},
FALSE,,albumCommentaryPage.infoLine,{WORDS} across {ENTRIES}.,{WORDS} across {ENTRIES}.,,
FALSE,,albumCommentaryPage.entry.title.albumCommentary,{ALBUM},{ALBUM},{ALBUM},
FALSE,,albumCommentaryPage.entry.title.albumCommentary.sticky,{ALBUM} (album commentary),{ALBUM} (album commentary),,
FALSE,,albumCommentaryPage.entry.title.albumCommentary.accent,Listen on: {LISTENING_LINKS},Listen on: {LISTENING_LINKS},Слушать на: {LISTENING_LINKS},
FALSE,,albumCommentaryPage.entry.title.trackCommentary,{TRACK},{TRACK},{TRACK},
FALSE,,albumCommentaryPage.entry.title.trackCommentary.accent,Listen on: {LISTENING_LINKS},Listen on: {LISTENING_LINKS},Слушать на: {LISTENING_LINKS},
FALSE,,artistPage.title,{ARTIST},{ARTIST},{ARTIST},
FALSE,,artistPage.nav.artist,Artist: {ARTIST},Artist: {ARTIST},Автор: {ARTIST},
FALSE,,artistPage.closelyLinkedGroups.one,This artist has a group page: {GROUP}.,This artist has a group page: {GROUP}.,,
FALSE,,artistPage.closelyLinkedGroups.multiple,This artist has group pages: {GROUPS}.,This artist has group pages: {GROUPS}.,,
FALSE,,artistPage.closelyLinkedGroups.group,{GROUP},{GROUP},{GROUP},
FALSE,,artistPage.closelyLinkedGroups.group.withAnnotation,{GROUP} ({ANNOTATION}),{GROUP} ({ANNOTATION}),{GROUP} ({ANNOTATION}),
FALSE,,artistPage.closelyLinkedGroups.alias,This artist is an alias of {GROUPS}.,This artist is an alias of {GROUPS}.,,
FALSE,,artistPage.creditList.album,{ALBUM},{ALBUM},{ALBUM},
FALSE,,artistPage.creditList.album.withDate,{ALBUM} ({DATE}),{ALBUM} ({DATE}),{ALBUM} ({DATE}),
FALSE,,artistPage.creditList.album.withDuration,{ALBUM} ({DURATION}),{ALBUM} ({DURATION}),{ALBUM} ({DURATION}),
FALSE,,artistPage.creditList.album.withDate.withDuration,{ALBUM} ({DATE}; {DURATION}),{ALBUM} ({DATE}; {DURATION}),{ALBUM} ({DATE}; {DURATION}),
FALSE,,artistPage.creditList.flashAct,{ACT},{ACT},{ACT},
FALSE,,artistPage.creditList.flashAct.withDate,{ACT} ({DATE}),{ACT} ({DATE}),{ACT} ({DATE}),
FALSE,,artistPage.creditList.flashAct.withDateRange,{ACT} ({DATE_RANGE}),{ACT} ({DATE_RANGE}),{ACT} ({DATE_RANGE}),
FALSE,,artistPage.creditList.entry.withAnnotation,{ENTRY} ({ANNOTATION}),{ENTRY} ({ANNOTATION}),{ENTRY} ({ANNOTATION}),
FALSE,,artistPage.creditList.entry.withArtists,{ENTRY} (with {ARTISTS}),{ENTRY} (with {ARTISTS}),{ENTRY} (с {ARTISTS}),
FALSE,,artistPage.creditList.entry.withArtists.withAnnotation,{ENTRY} ({ANNOTATION}; with {ARTISTS}),{ENTRY} ({ANNOTATION}; with {ARTISTS}),{ENTRY} ({ANNOTATION}; с {ARTISTS}),
FALSE,,artistPage.creditList.entry.rerelease,{ENTRY} (rerelease),{ENTRY} (rerelease),{ENTRY} (переиздание),
FALSE,,artistPage.creditList.entry.track,{TRACK},{TRACK},{TRACK},
FALSE,,artistPage.creditList.entry.track.withDuration,({DURATION}) {TRACK},({DURATION}) {TRACK},({DURATION}) {TRACK},
FALSE,,artistPage.creditList.entry.album.coverArt,(cover art),(cover art),,
FALSE,,artistPage.creditList.entry.album.wallpaperArt,(wallpaper art),(wallpaper art),,
FALSE,,artistPage.creditList.entry.album.bannerArt,(banner art),(banner art),,
FALSE,,artistPage.creditList.entry.album.commentary,(album commentary),(album commentary),,
FALSE,,artistPage.creditList.entry.flash,{FLASH},{FLASH},{FLASH},
FALSE,,artistPage.contributedDurationLine,{ARTIST} has contributed {DURATION} of music shared on this wiki.,{ARTIST} has contributed {DURATION} of music shared on this wiki.,,
FALSE,,artistPage.groupContributions.title.music,Contributed music to groups:,Contributed music to groups:,,
FALSE,,artistPage.groupContributions.title.artworks,Contributed artworks to groups:,Contributed artworks to groups:,,
FALSE,,artistPage.groupContributions.title.withSortButton,{TITLE} ({SORT}),{TITLE} ({SORT}),{TITLE} ({SORT}),
FALSE,,artistPage.groupContributions.title.sorting.count,Sorting by count.,Sorting by count.,,
FALSE,,artistPage.groupContributions.title.sorting.duration,Sorting by duration.,Sorting by duration.,,
FALSE,,artistPage.groupContributions.item.countAccent,({COUNT}),({COUNT}),({COUNT}),
FALSE,,artistPage.groupContributions.item.durationAccent,({DURATION}),({DURATION}),({DURATION}),
FALSE,,artistPage.groupContributions.item.countDurationAccent,({COUNT} — {DURATION}),({COUNT} — {DURATION}),({COUNT} — {DURATION}),
FALSE,,artistPage.groupContributions.item.durationCountAccent,({DURATION} — {COUNT}),({DURATION} — {COUNT}),({DURATION} — {COUNT}),
FALSE,,artistPage.trackList.title,Tracks,Tracks,,
FALSE,,artistPage.artList.title,Artworks,Artworks,,
FALSE,,artistPage.flashList.title,Flashes & Games,Flashes & Games,,
FALSE,,artistPage.commentaryList.title,Commentary,Commentary,,
FALSE,,artistPage.viewArtGallery,View {LINK}!,View {LINK}!,,
FALSE,,artistPage.viewArtGallery.orBrowseList,View {LINK}! Or browse the list:,View {LINK}! Or browse the list:,,
FALSE,,artistPage.viewArtGallery.link,art gallery,art gallery,,
FALSE,,artistPage.wikiEditArtworks,{ARTIST} has edited these artworks for this wiki:,{ARTIST} has edited these artworks for this wiki:,,
FALSE,,artistGalleryPage.title,{ARTIST} - Gallery,{ARTIST} - Gallery,,
FALSE,,artistGalleryPage.infoLine,Contributed to {COVER_ARTS}.,Contributed to {COVER_ARTS}.,,
FALSE,,commentaryIndex.title,Commentary,Commentary,,
FALSE,,commentaryIndex.infoLine,"{WORDS} across {ENTRIES}, in all.","{WORDS} across {ENTRIES}, in all.",,
FALSE,,commentaryIndex.albumList.title,Choose an album:,Choose an album:,,
FALSE,,commentaryIndex.albumList.item,{ALBUM} ({WORDS} across {ENTRIES}),{ALBUM} ({WORDS} across {ENTRIES}),,
FALSE,,flashIndex.title,Flashes & Games,Flashes & Games,,
FALSE,,flashSidebar.flashList.entriesInThisSection,Entries in this section,Entries in this section,,
FALSE,,flashPage.title,{FLASH},{FLASH},{FLASH},
FALSE,,flashPage.nav.flash,{FLASH},{FLASH},{FLASH},
FALSE,,groupSidebar.title,Groups,Groups,,
FALSE,,groupSidebar.groupList.category,{CATEGORY},{CATEGORY},{CATEGORY},
FALSE,,groupSidebar.groupList.item,{GROUP},{GROUP},{GROUP},
FALSE,,groupPage.nav.group,Group: {GROUP},Group: {GROUP},,
FALSE,,groupPage.secondaryNav.category,{CATEGORY},{CATEGORY},,
FALSE,,groupPage.secondaryNav.category.withPreviousNext,{CATEGORY} ({PREVIOUS_NEXT}),{CATEGORY} ({PREVIOUS_NEXT}),,
FALSE,,groupInfoPage.title,{GROUP},{GROUP},{GROUP},
FALSE,,groupInfoPage.closelyLinkedArtists.one,View artist page: {ARTIST}.,View artist page: {ARTIST}.,,
FALSE,,groupInfoPage.closelyLinkedArtists.multiple,View artist pages: {ARTISTS}.,View artist pages: {ARTISTS}.,,
FALSE,,groupInfoPage.closelyLinkedArtists.aliases,View alias pages: {ALIASES}.,View alias pages: {ALIASES}.,,
FALSE,,groupInfoPage.closelyLinkedArtists.artist,{ARTIST},{ARTIST},{ARTIST},
FALSE,,groupInfoPage.closelyLinkedArtists.artist.withAnnotation,{ARTIST} ({ANNOTATION}),{ARTIST} ({ANNOTATION}),{ARTIST} ({ANNOTATION}),
FALSE,,groupInfoPage.viewAlbumGallery,View {LINK}! Or browse the list:,View {LINK}! Or browse the list:,,
FALSE,,groupInfoPage.viewAlbumGallery.link,album gallery,album gallery,,
FALSE,,groupInfoPage.viewAlbumGallery.withViewSwitcher,View {LINK}! Or browse the list: {VIEW_SWITCHER},View {LINK}! Or browse the list: {VIEW_SWITCHER},,
FALSE,,groupInfoPage.viewSwitcher,({OPTIONS}),({OPTIONS}),({OPTIONS}),
FALSE,,groupInfoPage.viewSwitcher.bySeries,By series,By series,,
FALSE,,groupInfoPage.viewSwitcher.byDate,By date,By date,,
FALSE,,groupInfoPage.albumList.title,Albums,Albums,,
FALSE,,groupInfoPage.albumList.series,{SERIES}:,{SERIES}:,{SERIES}:,
FALSE,,groupInfoPage.albumList.item,{ALBUM},{ALBUM},{ALBUM},
FALSE,,groupInfoPage.albumList.item.withYear,{YEAR_ACCENT} {ALBUM},{YEAR_ACCENT} {ALBUM},{YEAR_ACCENT} {ALBUM},
FALSE,,groupInfoPage.albumList.item.withYear.accent,({YEAR}),({YEAR}),({YEAR}),
FALSE,,groupInfoPage.albumList.item.withOtherGroup,{ALBUM} {OTHER_GROUP_ACCENT},{ALBUM} {OTHER_GROUP_ACCENT},{ALBUM} {OTHER_GROUP_ACCENT},
FALSE,,groupInfoPage.albumList.item.withOtherGroup.accent,(from {GROUPS}),(from {GROUPS}),,
FALSE,,groupInfoPage.albumList.item.withOtherGroup.notFromThisGroup,(not from {GROUP}),(not from {GROUP}),,
FALSE,,groupInfoPage.albumList.item.withArtists,{ALBUM} {BY},{ALBUM} {BY},{ALBUM} {BY},
FALSE,,groupInfoPage.albumList.item.withArtists.by,by {ARTISTS},by {ARTISTS},,
FALSE,,groupInfoPage.albumList.item.withArtists.featuring,feat. {ARTISTS},feat. {ARTISTS},,
FALSE,,groupInfoPage.albumList.item.withArtists.by.featuring,by {ARTISTS} feat. {FEATURING},by {ARTISTS} feat. {FEATURING},,
FALSE,,groupInfoPage.albumList.item.withYear.withOtherGroup,{YEAR_ACCENT} {ALBUM} {OTHER_GROUP_ACCENT},{YEAR_ACCENT} {ALBUM} {OTHER_GROUP_ACCENT},{YEAR_ACCENT} {ALBUM} {OTHER_GROUP_ACCENT},
FALSE,,groupInfoPage.albumList.item.withYear.withArtists,{YEAR_ACCENT} {ALBUM} {BY},{YEAR_ACCENT} {ALBUM} {BY},{YEAR_ACCENT} {ALBUM} {BY},
FALSE,,groupGalleryPage.title,{GROUP} - Gallery,{GROUP} - Gallery,,
FALSE,,groupGalleryPage.infoLine,"{TRACKS} across {ALBUMS}, totaling {TIME}.","{TRACKS} across {ALBUMS}, totaling {TIME}.",,
FALSE,,listingIndex.title,Listings,Listings,,
FALSE,,listingIndex.infoLine,"{WIKI}: {TRACKS} across {ALBUMS}, totaling {DURATION}.","{WIKI}: {TRACKS} across {ALBUMS}, totaling {DURATION}.",,
FALSE,,listingIndex.exploreList,Feel free to explore any of the listings linked below and in the sidebar!,Feel free to explore any of the listings linked below and in the sidebar!,,
FALSE,,listingPage.target.album,Albums,Albums,,
FALSE,,listingPage.target.artist,Artists,Artists,,
FALSE,,listingPage.target.group,Groups,Groups,,
FALSE,,listingPage.target.track,Tracks,Tracks,,
FALSE,,listingPage.target.tag,Tags,Tags,,
FALSE,,listingPage.target.other,Other,Other,,
FALSE,,listingPage.misc.trackContributors,Track Contributors,Track Contributors,,
FALSE,,listingPage.misc.artContributors,Art Contributors,Art Contributors,,
FALSE,,listingPage.misc.flashContributors,Flash & Game Contributors,Flash & Game Contributors,,
FALSE,,listingPage.misc.artAndFlashContributors,Art & Flash Contributors,Art & Flash Contributors,,
FALSE,,listingPage.listingsFor,Listings for {TARGET}: {LISTINGS},Listings for {TARGET}: {LISTINGS},,
FALSE,,listingPage.seeAlso,Also check out: {LISTINGS},Also check out: {LISTINGS},,
FALSE,,listingPage.skipToSection,Skip to a section:,Skip to a section:,,
FALSE,,listingPage.listAlbums.byName.title,Albums - by Name,Albums - by Name,,
FALSE,,listingPage.listAlbums.byName.title.short,...by Name,...by Name,,
FALSE,,listingPage.listAlbums.byName.item,{ALBUM} ({TRACKS}),{ALBUM} ({TRACKS}),{ALBUM} ({TRACKS}),
FALSE,,listingPage.listAlbums.byTracks.title,Albums - by Tracks,Albums - by Tracks,,
FALSE,,listingPage.listAlbums.byTracks.title.short,...by Tracks,...by Tracks,,
FALSE,,listingPage.listAlbums.byTracks.item,{ALBUM} ({TRACKS}),{ALBUM} ({TRACKS}),{ALBUM} ({TRACKS}),
FALSE,,listingPage.listAlbums.byDuration.title,Albums - by Duration,Albums - by Duration,,
FALSE,,listingPage.listAlbums.byDuration.title.short,...by Duration,...by Duration,,
FALSE,,listingPage.listAlbums.byDuration.item,{ALBUM} ({DURATION}),{ALBUM} ({DURATION}),{ALBUM} ({DURATION}),
FALSE,,listingPage.listAlbums.byDate.title,Albums - by Date,Albums - by Date,,
FALSE,,listingPage.listAlbums.byDate.title.short,...by Date,...by Date,,
FALSE,,listingPage.listAlbums.byDate.item,{ALBUM} ({DATE}),{ALBUM} ({DATE}),{ALBUM} ({DATE}),
FALSE,,listingPage.listAlbums.byDateAdded.title,Albums - by Date Added to Wiki,Albums - by Date Added to Wiki,,
FALSE,,listingPage.listAlbums.byDateAdded.title.short,...by Date Added to Wiki,...by Date Added to Wiki,,
FALSE,,listingPage.listAlbums.byDateAdded.chunk.title,{DATE},{DATE},{DATE},
FALSE,,listingPage.listAlbums.byDateAdded.chunk.item,{ALBUM},{ALBUM},{ALBUM},
FALSE,,listingPage.listArtists.byName.title,Artists - by Name,Artists - by Name,,
FALSE,,listingPage.listArtists.byName.title.short,...by Name,...by Name,,
FALSE,,listingPage.listArtists.byName.item,{ARTIST} ({CONTRIBUTIONS}),{ARTIST} ({CONTRIBUTIONS}),,
FALSE,,listingPage.listArtists.byContribs.title,Artists - by Contributions,Artists - by Contributions,,
FALSE,,listingPage.listArtists.byContribs.title.short,...by Contributions,...by Contributions,,
FALSE,,listingPage.listArtists.byContribs.chunk.item,{ARTIST} ({CONTRIBUTIONS}),{ARTIST} ({CONTRIBUTIONS}),,
FALSE,,listingPage.listArtists.byContribs.chunk.title.trackContributors,Contributed tracks:,Contributed tracks:,,
FALSE,,listingPage.listArtists.byContribs.chunk.title.artContributors,Contributed artworks:,Contributed artworks:,,
FALSE,,listingPage.listArtists.byContribs.chunk.title.flashContributors,Contributed to flashes & games:,Contributed to flashes & games:,,
FALSE,,listingPage.listArtists.byCommentary.title,Artists - by Commentary Entries,Artists - by Commentary Entries,,
FALSE,,listingPage.listArtists.byCommentary.title.short,...by Commentary Entries,...by Commentary Entries,,
FALSE,,listingPage.listArtists.byCommentary.item,{ARTIST} ({ENTRIES}),{ARTIST} ({ENTRIES}),,
FALSE,,listingPage.listArtists.byDuration.title,Artists - by Duration,Artists - by Duration,,
FALSE,,listingPage.listArtists.byDuration.title.short,...by Duration,...by Duration,,
FALSE,,listingPage.listArtists.byDuration.item,{ARTIST} ({DURATION}),{ARTIST} ({DURATION}),,
FALSE,,listingPage.listArtists.byGroup.title,Artists - by Group,Artists - by Group,,
FALSE,,listingPage.listArtists.byGroup.title.short,...by Group,...by Group,,
FALSE,,listingPage.listArtists.byGroup.item,{ARTIST} ({CONTRIBUTIONS}),{ARTIST} ({CONTRIBUTIONS}),,
FALSE,,listingPage.listArtists.byGroup.chunk.title,Contributed to {GROUP}:,Contributed to {GROUP}:,,
FALSE,,listingPage.listArtists.byGroup.chunk.item,{ARTIST} ({CONTRIBUTIONS}),{ARTIST} ({CONTRIBUTIONS}),,
FALSE,,listingPage.listArtists.byLatest.title,Artists - by Latest Contribution,Artists - by Latest Contribution,,
FALSE,,listingPage.listArtists.byLatest.title.short,...by Latest Contribution,...by Latest Contribution,,
FALSE,,listingPage.listArtists.byLatest.chunk.title.album,{ALBUM} ({DATE}),{ALBUM} ({DATE}),,
FALSE,,listingPage.listArtists.byLatest.chunk.title.flash,{FLASH} ({DATE}),{FLASH} ({DATE}),,
